1.0.0.1;APNIC Research and Development, APNIC-LABS (AU)
198.47.127.21;PubMatic, Inc., WBS-198-47-127-0-1
199.103.24.2;Bytedance Inc., BYTED
199.103.24.4;Bytedance Inc., BYTED
199.103.24.6;Bytedance Inc., BYTED
199.103.24.8;Bytedance Inc., BYTED
199.127.193.108;Conviva, Inc., NET-CONVIVA-PROD-PUBLIC
199.127.194.108;Conviva, Inc., NET-CONVIVA-PROD-PUBLIC
199.127.194.109;Conviva, Inc., NET-CONVIVA-PROD-PUBLIC
199.127.194.93;Conviva, Inc., NET-CONVIVA-PROD-PUBLIC
199.167.73.62;Contegix, BLACKMESH-2
199.232.16.157;Fastly, Inc., SKYCA-3
199.232.16.193;Fastly, Inc., SKYCA-3
199.232.16.217;Fastly, Inc., SKYCA-3
199.232.16.237;Fastly, Inc., SKYCA-3
199.232.16.238;Fastly, Inc., SKYCA-3
199.232.16.64;Fastly, Inc., SKYCA-3
199.232.16.81;Fastly, Inc., SKYCA-3
199.232.16.84;Fastly, Inc., SKYCA-3
199.232.17.108;Fastly, Inc., SKYCA-3
199.232.17.10;Fastly, Inc., SKYCA-3
199.232.17.119;Fastly, Inc., SKYCA-3
199.232.17.164;Fastly, Inc., SKYCA-3
199.232.17.16;Fastly, Inc., SKYCA-3
199.232.17.188;Fastly, Inc., SKYCA-3
199.232.17.230;Fastly, Inc., SKYCA-3
199.232.17.253;Fastly, Inc., SKYCA-3
199.232.17.44;Fastly, Inc., SKYCA-3
199.232.17.50;Fastly, Inc., SKYCA-3
199.232.17.55;Fastly, Inc., SKYCA-3
199.232.17.72;Fastly, Inc., SKYCA-3
199.232.17.80;Fastly, Inc., SKYCA-3
199.232.18.109;Fastly, Inc., SKYCA-3
199.232.18.114;Fastly, Inc., SKYCA-3
199.232.18.132;Fastly, Inc., SKYCA-3
199.232.18.133;Fastly, Inc., SKYCA-3
199.232.18.137;Fastly, Inc., SKYCA-3
199.232.18.164;Fastly, Inc., SKYCA-3
199.232.18.167;Fastly, Inc., SKYCA-3
199.232.18.180;Fastly, Inc., SKYCA-3
199.232.18.202;Fastly, Inc., SKYCA-3
199.232.18.208;Fastly, Inc., SKYCA-3
199.232.18.214;Fastly, Inc., SKYCA-3
199.232.18.217;Fastly, Inc., SKYCA-3
199.232.18.219;Fastly, Inc., SKYCA-3
199.232.18.248;Fastly, Inc., SKYCA-3
199.232.18.2;Fastly, Inc., SKYCA-3
199.232.18.40;Fastly, Inc., SKYCA-3
199.232.18.87;Fastly, Inc., SKYCA-3
199.232.188.157;Fastly, Inc., SKYCA-3
199.232.19.42;Fastly, Inc., SKYCA-3
199.232.19.5;Fastly, Inc., SKYCA-3
199.232.19.8;Fastly, Inc., SKYCA-3
199.232.19.9;Fastly, Inc., SKYCA-3
199.232.191.6;Fastly, Inc., SKYCA-3
199.232.194.132;Fastly, Inc., SKYCA-3
199.232.198.132;Fastly, Inc., SKYCA-3
199.232.211.52;Fastly, Inc., SKYCA-3
199.232.212.194;Fastly, Inc., SKYCA-3
199.232.214.250;Fastly, Inc., SKYCA-3
199.232.215.52;Fastly, Inc., SKYCA-3
199.232.38.73;Fastly, Inc., SKYCA-3
199.247.27.41;Vultr Holdings LLC Amsterdam, NET-V4-199-247-0-0-19 (NL)
199.247.31.146;Vultr Holdings LLC Amsterdam, NET-V4-199-247-0-0-19 (NL)
199.38.181.239;VR-NY-CLOUD-02, VR-NY-CLOUD-02
199.5.26.149;ARIN Operations, ARIN-PFS-SEA
199.59.148.54;Twitter Inc., TWITTER-NETWORK
199.71.0.148;ARIN Operations, ARIN-PFS-SJC
199.83.44.71;ON24, Inc., ON24-ARIN-NET-1
2.16.1.113;Network Architecture Role Account, AKAMAI-PA (EU)
2.16.1.114;Network Architecture Role Account, AKAMAI-PA (EU)
2.16.16.162;Network Architecture Role Account, AKAMAI-PA (EU)
2.16.16.165;Network Architecture Role Account, AKAMAI-PA (EU)
2.16.16.171;Network Architecture Role Account, AKAMAI-PA (EU)
2.16.16.174;Network Architecture Role Account, AKAMAI-PA (EU)
2.16.16.178;Network Architecture Role Account, AKAMAI-PA (EU)
2.16.16.179;Network Architecture Role Account, AKAMAI-PA (EU)
2.16.16.181;Network Architecture Role Account, AKAMAI-PA (EU)
2.16.16.183;Network Architecture Role Account, AKAMAI-PA (EU)
2.16.16.184;Network Architecture Role Account, AKAMAI-PA (EU)
2.16.16.185;Network Architecture Role Account, AKAMAI-PA (EU)
2.16.16.186;Network Architecture Role Account, AKAMAI-PA (EU)
2.16.2.112;Network Architecture Role Account, AKAMAI-PA (EU)
2.16.2.113;Network Architecture Role Account, AKAMAI-PA (EU)
2.16.2.129;Network Architecture Role Account, AKAMAI-PA (EU)
2.16.2.18;Network Architecture Role Account, AKAMAI-PA (EU)
2.16.2.193;Network Architecture Role Account, AKAMAI-PA (EU)
2.16.2.41;Network Architecture Role Account, AKAMAI-PA (EU)
2.16.2.59;Network Architecture Role Account, AKAMAI-PA (EU)
2.16.2.74;Network Architecture Role Account, AKAMAI-PA (EU)
2.16.2.80;Network Architecture Role Account, AKAMAI-PA (EU)
2.16.238.11;Network Architecture Role Account, AKAMAI-PA (EU)
2.16.238.19;Network Architecture Role Account, AKAMAI-PA (EU)
2.16.238.23;Network Architecture Role Account, AKAMAI-PA (EU)
2.16.238.24;Network Architecture Role Account, AKAMAI-PA (EU)
2.16.238.25;Network Architecture Role Account, AKAMAI-PA (EU)
2.16.238.8;Network Architecture Role Account, AKAMAI-PA (EU)
2.16.238.9;Network Architecture Role Account, AKAMAI-PA (EU)
2.16.30.83;Network Architecture Role Account, AKAMAI-PA (EU)
2.17.147.121;Network Architecture Role Account, AKAMAI-PA (EU)
2.17.147.128;Network Architecture Role Account, AKAMAI-PA (EU)
2.17.147.130;Network Architecture Role Account, AKAMAI-PA (EU)
2.17.147.144;Network Architecture Role Account, AKAMAI-PA (EU)
2.17.147.147;Network Architecture Role Account, AKAMAI-PA (EU)
2.17.147.153;Network Architecture Role Account, AKAMAI-PA (EU)
2.17.147.154;Network Architecture Role Account, AKAMAI-PA (EU)
2.17.147.162;Network Architecture Role Account, AKAMAI-PA (EU)
2.17.147.170;Network Architecture Role Account, AKAMAI-PA (EU)
2.17.147.179;Network Architecture Role Account, AKAMAI-PA (EU)
2.17.147.200;Network Architecture Role Account, AKAMAI-PA (EU)
2.17.147.219;Network Architecture Role Account, AKAMAI-PA (EU)
2.17.5.133;Network Architecture Role Account, AKAMAI-PA (EU)
2.18.121.142;Network Architecture Role Account, AKAMAI-PA (EU)
2.18.121.152;Network Architecture Role Account, AKAMAI-PA (EU)
2.18.36.109;Network Architecture Role Account, AKAMAI-PA (EU)
2.18.36.115;Network Architecture Role Account, AKAMAI-PA (EU)
2.18.36.145;Network Architecture Role Account, AKAMAI-PA (EU)
2.18.36.161;Network Architecture Role Account, AKAMAI-PA (EU)
2.18.36.176;Network Architecture Role Account, AKAMAI-PA (EU)
2.18.36.193;Network Architecture Role Account, AKAMAI-PA (EU)
2.18.36.230;Network Architecture Role Account, AKAMAI-PA (EU)
2.18.37.133;Network Architecture Role Account, AKAMAI-PA (EU)
2.18.37.175;Network Architecture Role Account, AKAMAI-PA (EU)
2.18.37.231;Network Architecture Role Account, AKAMAI-PA (EU)
2.18.37.57;Network Architecture Role Account, AKAMAI-PA (EU)
2.18.37.67;Network Architecture Role Account, AKAMAI-PA (EU)
2.18.37.82;Network Architecture Role Account, AKAMAI-PA (EU)
2.18.38.127;Network Architecture Role Account, AKAMAI-PA (EU)
2.18.38.68;Network Architecture Role Account, AKAMAI-PA (EU)
2.18.79.100;Network Architecture Role Account, AKAMAI-PA (EU)
2.18.79.102;Network Architecture Role Account, AKAMAI-PA (EU)
2.18.79.103;Network Architecture Role Account, AKAMAI-PA (EU)
2.18.79.104;Network Architecture Role Account, AKAMAI-PA (EU)
2.18.79.105;Network Architecture Role Account, AKAMAI-PA (EU)
2.18.79.106;Network Architecture Role Account, AKAMAI-PA (EU)
2.18.79.107;Network Architecture Role Account, AKAMAI-PA (EU)
2.18.79.108;Network Architecture Role Account, AKAMAI-PA (EU)
2.18.79.109;Network Architecture Role Account, AKAMAI-PA (EU)
2.18.79.111;Network Architecture Role Account, AKAMAI-PA (EU)
2.18.79.112;Network Architecture Role Account, AKAMAI-PA (EU)
2.18.79.113;Network Architecture Role Account, AKAMAI-PA (EU)
2.18.79.114;Network Architecture Role Account, AKAMAI-PA (EU)
2.18.79.115;Network Architecture Role Account, AKAMAI-PA (EU)
2.18.79.116;Network Architecture Role Account, AKAMAI-PA (EU)
2.18.79.117;Network Architecture Role Account, AKAMAI-PA (EU)
2.18.79.118;Network Architecture Role Account, AKAMAI-PA (EU)
2.18.79.12;Network Architecture Role Account, AKAMAI-PA (EU)
2.18.79.135;Network Architecture Role Account, AKAMAI-PA (EU)
2.18.79.138;Network Architecture Role Account, AKAMAI-PA (EU)
2.18.79.139;Network Architecture Role Account, AKAMAI-PA (EU)
2.18.79.16;Network Architecture Role Account, AKAMAI-PA (EU)
2.18.79.29;Network Architecture Role Account, AKAMAI-PA (EU)
2.18.79.32;Network Architecture Role Account, AKAMAI-PA (EU)
2.18.79.69;Network Architecture Role Account, AKAMAI-PA (EU)
2.18.79.70;Network Architecture Role Account, AKAMAI-PA (EU)
2.18.79.72;Network Architecture Role Account, AKAMAI-PA (EU)
2.18.79.73;Network Architecture Role Account, AKAMAI-PA (EU)
2.18.79.85;Network Architecture Role Account, AKAMAI-PA (EU)
2.18.79.87;Network Architecture Role Account, AKAMAI-PA (EU)
2.18.79.88;Network Architecture Role Account, AKAMAI-PA (EU)
2.18.79.89;Network Architecture Role Account, AKAMAI-PA (EU)
2.18.79.90;Network Architecture Role Account, AKAMAI-PA (EU)
2.18.79.92;Network Architecture Role Account, AKAMAI-PA (EU)
2.18.79.94;Network Architecture Role Account, AKAMAI-PA (EU)
2.18.79.96;Network Architecture Role Account, AKAMAI-PA (EU)
2.18.79.97;Network Architecture Role Account, AKAMAI-PA (EU)
2.18.79.98;Network Architecture Role Account, AKAMAI-PA (EU)
2.18.79.99;Network Architecture Role Account, AKAMAI-PA (EU)
2.19.11.108;Network Architecture Role Account, AKAMAI-PA (EU)
2.19.11.114;Network Architecture Role Account, AKAMAI-PA (EU)
2.19.11.120;Network Architecture Role Account, AKAMAI-PA (EU)
2.19.11.121;Network Architecture Role Account, AKAMAI-PA (EU)
2.19.11.98;Network Architecture Role Account, AKAMAI-PA (EU)
2.19.11.99;Network Architecture Role Account, AKAMAI-PA (EU)
2.19.120.142;Network Architecture Role Account, AKAMAI-PA (EU)
2.19.120.146;Network Architecture Role Account, AKAMAI-PA (EU)
2.19.126.135;Network Architecture Role Account, AKAMAI-PA (EU)
2.19.126.83;Network Architecture Role Account, AKAMAI-PA (EU)
2.19.198.130;Network Architecture Role Account, AKAMAI-PA (EU)
2.19.198.168;Network Architecture Role Account, AKAMAI-PA (EU)
2.19.198.178;Network Architecture Role Account, AKAMAI-PA (EU)
2.19.216.154;Network Architecture Role Account, AKAMAI-PA (EU)
2.19.216.170;Network Architecture Role Account, AKAMAI-PA (EU)
2.19.217.101;Network Architecture Role Account, AKAMAI-PA (EU)
2.19.217.176;Network Architecture Role Account, AKAMAI-PA (EU)
2.19.217.60;Network Architecture Role Account, AKAMAI-PA (EU)
2.19.217.66;Network Architecture Role Account, AKAMAI-PA (EU)
2.19.217.71;Network Architecture Role Account, AKAMAI-PA (EU)
2.19.224.19;Network Architecture Role Account, AKAMAI-PA (EU)
2.19.225.41;Network Architecture Role Account, AKAMAI-PA (EU)
2.20.72.146;Network Architecture Role Account, AKAMAI-PA (EU)
2.20.72.170;Network Architecture Role Account, AKAMAI-PA (EU)
2.20.72.187;Network Architecture Role Account, AKAMAI-PA (EU)
2.20.72.198;Network Architecture Role Account, AKAMAI-PA (EU)
2.20.72.231;Network Architecture Role Account, AKAMAI-PA (EU)
2.20.72.25;Network Architecture Role Account, AKAMAI-PA (EU)
2.20.72.39;Network Architecture Role Account, AKAMAI-PA (EU)
2.20.72.76;Network Architecture Role Account, AKAMAI-PA (EU)
2.20.73.165;Network Architecture Role Account, AKAMAI-PA (EU)
2.20.73.198;Network Architecture Role Account, AKAMAI-PA (EU)
2.20.73.221;Network Architecture Role Account, AKAMAI-PA (EU)
2.20.73.89;Network Architecture Role Account, AKAMAI-PA (EU)
2.20.74.126;Network Architecture Role Account, AKAMAI-PA (EU)
2.20.74.149;Network Architecture Role Account, AKAMAI-PA (EU)
2.20.74.215;Network Architecture Role Account, AKAMAI-PA (EU)
2.21.20.139;Network Architecture Role Account, AKAMAI-PA (DE)
2.21.20.20;Network Architecture Role Account, AKAMAI-PA (DE)
2.21.20.24;Network Architecture Role Account, AKAMAI-PA (DE)
2.21.20.4;Network Architecture Role Account, AKAMAI-PA (DE)
2.21.20.6;Network Architecture Role Account, AKAMAI-PA (DE)
2.21.74.58;Network Architecture Role Account, AKAMAI-PA (EU)
2.21.74.67;Network Architecture Role Account, AKAMAI-PA (EU)
2.22.89.12;Network Architecture Role Account, AKAMAI-PA (EU)
2.22.89.137;Network Architecture Role Account, AKAMAI-PA (EU)
2.22.89.139;Network Architecture Role Account, AKAMAI-PA (EU)
2.22.89.13;Network Architecture Role Account, AKAMAI-PA (EU)
2.22.89.143;Network Architecture Role Account, AKAMAI-PA (EU)
2.22.89.14;Network Architecture Role Account, AKAMAI-PA (EU)
2.22.89.150;Network Architecture Role Account, AKAMAI-PA (EU)
2.22.89.156;Network Architecture Role Account, AKAMAI-PA (EU)
2.22.89.15;Network Architecture Role Account, AKAMAI-PA (EU)
2.22.89.161;Network Architecture Role Account, AKAMAI-PA (EU)
2.22.89.164;Network Architecture Role Account, AKAMAI-PA (EU)
2.22.89.16;Network Architecture Role Account, AKAMAI-PA (EU)
2.22.89.173;Network Architecture Role Account, AKAMAI-PA (EU)
2.22.89.174;Network Architecture Role Account, AKAMAI-PA (EU)
2.22.89.175;Network Architecture Role Account, AKAMAI-PA (EU)
2.22.89.176;Network Architecture Role Account, AKAMAI-PA (EU)
2.22.89.179;Network Architecture Role Account, AKAMAI-PA (EU)
2.22.89.184;Network Architecture Role Account, AKAMAI-PA (EU)
2.22.89.185;Network Architecture Role Account, AKAMAI-PA (EU)
2.22.89.186;Network Architecture Role Account, AKAMAI-PA (EU)
2.22.89.18;Network Architecture Role Account, AKAMAI-PA (EU)
2.22.89.194;Network Architecture Role Account, AKAMAI-PA (EU)
2.22.89.19;Network Architecture Role Account, AKAMAI-PA (EU)
2.22.89.21;Network Architecture Role Account, AKAMAI-PA (EU)
2.22.89.22;Network Architecture Role Account, AKAMAI-PA (EU)
2.22.89.24;Network Architecture Role Account, AKAMAI-PA (EU)
2.22.89.25;Network Architecture Role Account, AKAMAI-PA (EU)
2.22.89.26;Network Architecture Role Account, AKAMAI-PA (EU)
2.22.89.27;Network Architecture Role Account, AKAMAI-PA (EU)
2.22.89.32;Network Architecture Role Account, AKAMAI-PA (EU)
2.22.89.34;Network Architecture Role Account, AKAMAI-PA (EU)
2.22.89.36;Network Architecture Role Account, AKAMAI-PA (EU)
2.22.89.45;Network Architecture Role Account, AKAMAI-PA (EU)
2.22.89.46;Network Architecture Role Account, AKAMAI-PA (EU)
2.22.89.47;Network Architecture Role Account, AKAMAI-PA (EU)
2.22.89.48;Network Architecture Role Account, AKAMAI-PA (EU)
2.22.89.4;Network Architecture Role Account, AKAMAI-PA (EU)
2.22.89.51;Network Architecture Role Account, AKAMAI-PA (EU)
2.22.89.53;Network Architecture Role Account, AKAMAI-PA (EU)
2.22.89.56;Network Architecture Role Account, AKAMAI-PA (EU)
2.22.89.58;Network Architecture Role Account, AKAMAI-PA (EU)
2.22.89.59;Network Architecture Role Account, AKAMAI-PA (EU)
2.22.89.5;Network Architecture Role Account, AKAMAI-PA (EU)
2.22.89.6;Network Architecture Role Account, AKAMAI-PA (EU)
2.22.89.7;Network Architecture Role Account, AKAMAI-PA (EU)
2.22.89.8;Network Architecture Role Account, AKAMAI-PA (EU)
2.22.89.9;Network Architecture Role Account, AKAMAI-PA (EU)
2.23.10.41;Network Architecture Role Account, AKAMAI-PA (EU)
2.23.154.112;Network Architecture Role Account, AKAMAI-PA (EU)
2.23.154.128;Network Architecture Role Account, AKAMAI-PA (EU)
2.23.8.155;Network Architecture Role Account, AKAMAI-PA (EU)
2.23.8.25;Network Architecture Role Account, AKAMAI-PA (EU)
2.23.9.112;Network Architecture Role Account, AKAMAI-PA (EU)
2.23.97.241;Network Architecture Role Account, AKAMAI-PA (EU)
2.35.5.112;Vodafone Italy, VODAFONE-IT-63 (IT)
2.56.98.73;netcup GmbH, DE-NETCUP-SERVER (DE)
20.103.21.113;Microsoft Corporation, MSFT
20.103.246.163;Microsoft Corporation, MSFT
20.103.34.206;Microsoft Corporation, MSFT
20.104.52.125;Microsoft Corporation, MSFT
20.105.12.146;Microsoft Corporation, MSFT
20.105.224.40;Microsoft Corporation, MSFT
20.105.232.14;Microsoft Corporation, MSFT
20.105.232.19;Microsoft Corporation, MSFT
20.107.31.75;Microsoft Corporation, MSFT
20.114.189.70;Microsoft Corporation, MSFT
20.120.128.204;Microsoft Corporation, MSFT
20.120.129.62;Microsoft Corporation, MSFT
20.122.63.128;Microsoft Corporation, MSFT
20.123.251.172;Microsoft Corporation, MSFT
20.13.233.244;Microsoft Corporation, MSFT
20.13.241.89;Microsoft Corporation, MSFT
20.157.27.150;Microsoft Corporation, MSFT
20.163.45.184;Microsoft Corporation, MSFT
20.189.172.201;Microsoft Corporation, MSFT
20.189.172.32;Microsoft Corporation, MSFT
20.189.172.33;Microsoft Corporation, MSFT
20.189.173.10;Microsoft Corporation, MSFT
20.189.173.11;Microsoft Corporation, MSFT
20.189.173.12;Microsoft Corporation, MSFT
20.189.173.14;Microsoft Corporation, MSFT
20.189.173.15;Microsoft Corporation, MSFT
20.189.173.16;Microsoft Corporation, MSFT
20.189.173.17;Microsoft Corporation, MSFT
20.189.173.18;Microsoft Corporation, MSFT
20.189.173.1;Microsoft Corporation, MSFT
20.189.173.23;Microsoft Corporation, MSFT
20.189.173.24;Microsoft Corporation, MSFT
20.189.173.25;Microsoft Corporation, MSFT
20.189.173.26;Microsoft Corporation, MSFT
20.189.173.2;Microsoft Corporation, MSFT
20.189.173.3;Microsoft Corporation, MSFT
20.189.173.6;Microsoft Corporation, MSFT
20.190.190.101;Microsoft Corporation, MSFT
20.190.190.103;Microsoft Corporation, MSFT
20.190.190.99;Microsoft Corporation, MSFT
20.198.107.170;Microsoft Corporation, MSFT
20.20.34.160;Microsoft Corporation, MSFT
20.203.145.174;Microsoft Corporation, MSFT
20.209.10.193;Microsoft Corporation, MSFT
20.209.39.1;Microsoft Corporation, MSFT
20.23.199.179;Microsoft Corporation, MSFT
20.23.57.202;Microsoft Corporation, MSFT
20.231.130.224;Microsoft Corporation, MSFT
20.231.53.73;Microsoft Corporation, MSFT
20.231.74.173;Microsoft Corporation, MSFT
20.238.189.69;Microsoft Corporation, MSFT
20.240.0.170;Microsoft Corporation, MSFT
20.31.161.73;Microsoft Corporation, MSFT
20.31.196.184;Microsoft Corporation, MSFT
20.31.253.9;Microsoft Corporation, MSFT
20.31.61.205;Microsoft Corporation, MSFT
20.31.92.73;Microsoft Corporation, MSFT
20.33.1.236;Microsoft Corporation, MSFT
20.33.21.100;Microsoft Corporation, MSFT
20.33.21.15;Microsoft Corporation, MSFT
20.33.36.21;Microsoft Corporation, MSFT
20.33.39.59;Microsoft Corporation, MSFT
20.33.53.119;Microsoft Corporation, MSFT
20.33.59.55;Microsoft Corporation, MSFT
20.33.59.62;Microsoft Corporation, MSFT
20.33.86.154;Microsoft Corporation, MSFT
20.37.198.208;Microsoft Corporation, MSFT
20.38.84.142;Microsoft Corporation, MSFT
20.42.65.84;Microsoft Corporation, MSFT
20.42.65.85;Microsoft Corporation, MSFT
20.42.65.88;Microsoft Corporation, MSFT
20.42.65.93;Microsoft Corporation, MSFT
20.42.65.94;Microsoft Corporation, MSFT
20.42.72.131;Microsoft Corporation, MSFT
20.42.73.24;Microsoft Corporation, MSFT
20.42.73.26;Microsoft Corporation, MSFT
20.42.73.27;Microsoft Corporation, MSFT
20.42.73.28;Microsoft Corporation, MSFT
20.42.73.30;Microsoft Corporation, MSFT
20.42.73.31;Microsoft Corporation, MSFT
20.47.115.28;Microsoft Corporation, MSFT
20.47.118.77;Microsoft Corporation, MSFT
20.47.96.34;Microsoft Corporation, MSFT
20.47.97.107;Microsoft Corporation, MSFT
20.47.97.125;Microsoft Corporation, MSFT
20.47.97.159;Microsoft Corporation, MSFT
20.47.97.231;Microsoft Corporation, MSFT
20.47.97.47;Microsoft Corporation, MSFT
20.47.97.75;Microsoft Corporation, MSFT
20.49.104.20;Microsoft Corporation, MSFT
20.49.97.14;Microsoft Corporation, MSFT
20.50.2.48;Microsoft Corporation, MSFT
20.50.2.79;Microsoft Corporation, MSFT
20.50.201.195;Microsoft Corporation, MSFT
20.50.201.201;Microsoft Corporation, MSFT
20.50.201.204;Microsoft Corporation, MSFT
20.50.201.205;Microsoft Corporation, MSFT
20.50.73.10;Microsoft Corporation, MSFT
20.50.73.11;Microsoft Corporation, MSFT
20.50.73.13;Microsoft Corporation, MSFT
20.50.73.4;Microsoft Corporation, MSFT
20.50.73.9;Microsoft Corporation, MSFT
20.50.80.209;Microsoft Corporation, MSFT
20.50.80.213;Microsoft Corporation, MSFT
20.50.80.214;Microsoft Corporation, MSFT
20.50.88.233;Microsoft Corporation, MSFT
20.50.88.241;Microsoft Corporation, MSFT
20.50.88.245;Microsoft Corporation, MSFT
20.52.64.200;Microsoft Corporation, MSFT
20.52.64.201;Microsoft Corporation, MSFT
20.54.103.203;Microsoft Corporation, MSFT
20.61.225.46;Microsoft Corporation, MSFT
20.61.39.3;Microsoft Corporation, MSFT
20.62.62.189;Microsoft Corporation, MSFT
20.71.64.5;Microsoft Corporation, MSFT
20.72.105.223;Microsoft Corporation, MSFT
20.74.32.47;Microsoft Corporation, MSFT
20.74.35.75;Microsoft Corporation, MSFT
20.77.247.178;Microsoft Corporation, MSFT
20.79.107.10;Microsoft Corporation, MSFT
20.79.107.7;Microsoft Corporation, MSFT
20.79.82.115;Microsoft Corporation, MSFT
20.81.66.46;Microsoft Corporation, MSFT
20.82.21.145;Microsoft Corporation, MSFT
20.82.247.145;Microsoft Corporation, MSFT
20.82.247.147;Microsoft Corporation, MSFT
20.85.14.33;Microsoft Corporation, MSFT
20.86.247.56;Microsoft Corporation, MSFT
20.86.247.58;Microsoft Corporation, MSFT
20.86.94.156;Microsoft Corporation, MSFT
20.86.94.175;Microsoft Corporation, MSFT
20.88.154.202;Microsoft Corporation, MSFT
20.93.45.131;Microsoft Corporation, MSFT
20.93.81.72;Microsoft Corporation, MSFT
20.97.190.217;Microsoft Corporation, MSFT
20.98.129.28;Microsoft Corporation, MSFT
200.160.2.50;unknown (BR)
201.159.221.67;unknown (EC)
202.12.29.7;Asia Pacific Network Information Centre, APNIC-SERVICES-AU (AU)
202.168.102.27;NETSTAR (SG) PTE. LTD., NETSTAR-SG (SG)
202.179.178.29;NAVER Cloud Corp., NBP-NET-KR (KR)
202.61.195.116;ABUSE STUBAP, STUB-202-61-192SLASH18 (ZZ)
202.61.195.248;ABUSE STUBAP, STUB-202-61-192SLASH18 (ZZ)
202.61.229.161;ABUSE STUBAP, STUB-202-61-192SLASH18 (ZZ)
202.61.241.61;ABUSE STUBAP, STUB-202-61-192SLASH18 (ZZ)
202.61.243.182;ABUSE STUBAP, STUB-202-61-192SLASH18 (ZZ)
202.61.247.219;ABUSE STUBAP, STUB-202-61-192SLASH18 (ZZ)
203.104.162.224;NAVER BUSINESS PLATFORM ASIA PACIFIC PTE LTD adm, NBP-NET (DE)
203.104.162.225;NAVER BUSINESS PLATFORM ASIA PACIFIC PTE LTD adm, NBP-NET (DE)
203.104.164.27;NAVER BUSINESS PLATFORM ASIA PACIFIC PTE LTD adm, NBP-NET (US)
203.12.10.15;Network Operations Centre, LAUNBN (AU)
203.133.248.19;APNIC Research and Development, APNIC-AU-RD (AU)
203.154.162.230;Internet Thailand Company Ltd., INET-TH (TH)
204.10.37.81;Network Data Center Host, Inc., NDCHOST
204.187.13.158;Gossamer Threads Inc., GOSSAMERTHREADS
204.79.197.238;Microsoft Corporation, ECN-NETWORK
204.8.234.230;VS Media Inc., VM-146
205.201.63.12;doof.net, DOOF-V4-1
205.234.175.105;CacheFly, NET-205-234-175-0-1
205.234.175.175;CacheFly, NET-205-234-175-0-1
206.189.169.35;DigitalOcean, LLC, DIGITALOCEAN-206-189-0-0
206.189.240.8;DigitalOcean, LLC, DIGITALOCEAN-206-189-0-0
206.189.31.122;DigitalOcean, LLC, DIGITALOCEAN-206-189-0-0
206.27.173.58;CenturyLink Communications, LLC, CENTURYLINK-LEGACY-SAVVIS-BLK171
207.154.245.174;DigitalOcean, LLC, DIGITALOCEAN-207-154-192-0
207.244.225.134;Contabo Inc., CONTA-48
207.45.73.1;Netflix, Inc, DVD-NETFLIX
208.122.193.61;NET-208-122-193-0-24, NET-208-122-193-0-24
208.122.199.11;NET-208-122-199-0-24, NET-208-122-199-0-24
208.167.242.134;Vultr Holdings, LLC, NET-208-167-242-0-24
208.68.6.58;Overkill Interbuzz LLC, PRIVACY-SVCS
208.82.103.214;Sail Internet, Inc., SI-580
208.91.113.53;Fortinet Inc., FORTINET
209.132.178.16;Red Hat, Inc., RED-HAT-BLK
209.132.178.22;Red Hat, Inc., RED-HAT-BLK
209.192.203.20;Servers.com, Inc., SERVERS-COM-DFW1
209.192.204.172;Servers.com, Inc., SERVERS-COM-DFW1
209.237.192.128;Twitter Inc., TWITT
209.237.193.128;Twitter Inc., TWITT
209.237.194.128;Twitter Inc., TWITT
209.237.195.128;Twitter Inc., TWITT
209.237.196.128;Twitter Inc., TWITT
209.237.197.128;Twitter Inc., TWITT
209.237.198.128;Twitter Inc., TWITT
209.237.199.128;Twitter Inc., TWITT
209.237.200.128;Twitter Inc., TWITT
